Title	Photographer	Contributors	Summary	Note	Subject	Genre	Date	Coverage  Temporal	Location	Physical Description	Language	Repository	Collection Title	Collection No.	Series	Container	Copyright	Rights	Editor	Object ID	Hardware	Software	Directory	Digital ID	Type	Format	File Size	Width	Height	Checksum	Color Space	BitDepth	Resolution	Archive	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Aerial view of the Coral  Gables campus				Written on verso: "Center horizontal building is Merrick Bldg; building on left is student center; building with blue tile is library bldg; building with yellow facade is engineering bldg; building to the left of engineering bldg is science bldg; roung bldg is learning & instructional bldg; 11-46"		Aerial photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000560001001	Image	image/tiff	296.943 KB	958	768	0xE20F80	RGB	24-bit depth	600 dpi	asu06420000560001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/5	5	22.jpg	/umphotos/image/22.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Blue tile bldg Richter Library; bldg to right of library is Ashe Bldg; buildings on left of photo: Computer-Math Bldg, Science Bldg, Engineering; building in background with white ball on roof is Merrick Bldg; 11-57"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000480001001	Image	image/tiff	295.534 KB	965	768	0xFE14A1EB	RGB	24-bit depth	600 dpi	asu06420000480001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/6	6	14.jpg	/umphotos/image/14.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Dorm apartment; 11-68"		Aerial Photographs			Coral Gables, Florida	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000410001001	Image	image/tiff	263.888 KB	966	768	0x9AE01EA3	RGB	24-bit depth	600 dpi	asu06420000410001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/7	7	7.jpg	/umphotos/image/7.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Horizontal bldg is Merrick Bldg; Building on left is student center; Building with blue tile is Richter Library; Building with yellow facade is Engineering Bldg; horizontal bldg in background is science bldg; 11-65"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000420001001	Image	image/tiff	249.747 KB	966	768	0x3AB233F1	RGB	24-bit depth	600 dpi	asu06420000420001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/8	8	8.jpg	/umphotos/image/8.jpg
Aerial view of the Coral  Gables campus				"Aerial view of Main Campus in 1929 as it stood from 1926 to 1946. The Merrick Building skeleton and the Don Carlos Apartments (now the Student Health Center)",  "Main Campus-Aerial Views- (1927?), (1926), (1929) Archives: Photo File",  "Rediscovered in "the dungeon" by GR Nov.16, 1972." written on verso of photo. Memorandum accompanying this film from Eugene E. Cohen (VP ) to Dr. Stanford dated Sept. 25, 1962 reads "The attached Aerial photo shows the campus when lots were $150 for 100 feet of good frontage. Suggest this be forwarded to the library for the archives." As of 10/26/2007, the original image is on loan to the Bass Museum of Art.		Aerial Photographs	1929	1920-1930	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 8;  Folder Title: Main Campus: Aerial views (7 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000880001001	Image	image/tiff	437.323 KB	985	768	0x85B0FABE	RGB	24-bit depth	600 dpi	asu06420000880001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/9	9	54.jpg	/umphotos/image/54.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Building with blue tile is Richter Library; round building with white roof is Ring Theatre; buildings on right are dorm bldgs; 11-37"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000630001001	Image	image/tiff	279.035 KB	960	768	0xBF8C18FD	RGB	24-bit depth	600 dpi	asu06420000630001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/10	10	29.jpg	/umphotos/image/29.jpg
Aerial view of Coral Gables campus				Written on verso: "Note by GWR 10/18/72; Photo no. 9488 is shown on card record as having been shot 3/27/62. If so, this scene is not a 9488, because bldgs on it are identifiable as vintage 1960 (Library, for example) My guess is that this belongs to Photo file 8743, Nov. 1960"		Aerial Photographs	1960-11	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 9;  Folder No. 3;  Folder Title: Main Campus: Aerial views (10 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000820001001	Image	image/tiff	404.584 KB	962	768	0xCA5D36F1	RGB	24-bit depth	600 dpi	asu06420000820001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/11	11	48.jpg	/umphotos/image/48.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Bldg on right is dorm bldg; round bldg with white roof is Ring Theatre; bldg with blue tile is Richter Library; bldgs on far right are dorms; 11-55"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000490001001	Image	image/tiff	253.392 KB	962	768	0xBB20C684	RGB	24-bit depth	600 dpi	asu06420000490001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/12	12	15.jpg	/umphotos/image/15.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Intramural fields; tower bldg on far left are dorms; 11-53"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000510001001	Image	image/tiff	221.516 KB	954	768	0xE457FFA0	RGB	24-bit depth	600 dpi	asu06420000510001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/13	13	17.jpg	/umphotos/image/17.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Buildings on left are dorm bldg; on the right is swimming pool & student center; round bldg with white roof is Ring Theatre; 11-47"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000530001001	Image	image/tiff	279.176 KB	963	768	0xCDDB2264	RGB	24-bit depth	600 dpi	asu06420000530001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/14	14	19.jpg	/umphotos/image/19.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Horizontal bldg is Merrick Bldg; Building on left with blue tile is Richter Library; building with yellow facade is Engineering School; 11-64"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000430001001	Image	image/tiff	247.631 KB	959	768	0x70A6CEF	RGB	24-bit depth	600 dpi	asu06420000430001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/15	15	9.jpg	/umphotos/image/9.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Buildings on left of photo, right to left: computer math bldg, science bldg, engineering bldg; building with blue tile is Richter Library; 11-38"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000620001001	Image	image/tiff	311.682 KB	971	768	0x7DD556FB	RGB	24-bit depth	600 dpi	asu06420000620001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/16	16	28.jpg	/umphotos/image/28.jpg
Aerial view of the Coral Gables campus				The golf course is in the foreground.		Aerial Photographs	1962-03	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 9;  Folder No. 4;  Folder Title: Main Campus: Aerial views (11 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000850001001	Image	image/tiff	356.936 KB	934	768	0xA6648A36	RGB	24-bit depth	600 dpi	asu06420000850001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/17	17	51.jpg	/umphotos/image/51.jpg
Miller School of Medicine			Aerial photograph of   University of Miami hospital and clinics.			Aerial Photographs		1970-1980	Miami (Florida)	1 color photograph; 25.4 x 20.3 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 10;  Folder No. 14;  Folder Title: Medical Campus: Aerial views (4 of 5)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000810001001	Image	image/tiff	265.483 KB	959	768	0x30C6A90A	RGB	24-bit depth	600 dpi	asu06420000810001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/18	18	47.jpg	/umphotos/image/47.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Buildings on bottom of photo from right to left: comptuer & math, science, engineering; horizontal building on far left is Memorial classroom bldg; building in background with white tower is Merrick building; building with blue tile is Richter Library; buildings on far right is law school [sic]; 11-39"		Aerial photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000610001001	Image	image/tiff	288.764 KB	967	768	0x234A05A	RGB	24-bit depth	600 dpi	asu06420000610001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/19	19	27.jpg	/umphotos/image/27.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Building on left is Merrick classroom bldg; building with blue tiles is Richter Library; horizontal bldg is Memorial classroom bldg; tower bldgs are dorm bldgs; round buildings in left of photo is learning & instructional bldg; wooded classroom bldgs are in the bottom of photo 1940-1960s; 11-42"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000580001001	Image	image/tiff	344.266 KB	957	768	0x7AA09C5F	RGB	24-bit depth	600 dpi	asu06420000580001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/20	20	24.jpg	/umphotos/image/24.jpg
Aerial view of the Coral  Gables campus				Written on verso: "11-40"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 1;  Folder No. 1;  Folder Title: Aerial View Main Campus.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000600001001	Image	image/tiff	323.607 KB	960	768	0x5DA5D88F	RGB	24-bit depth	600 dpi	asu06420000600001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/21	21	26.jpg	/umphotos/image/26.jpg
Aerial view of the Coral  Gables campus				Written on verso: "11-48"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 1;  Folder No. 2;  Folder Title: Aerial View Main Campus.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000780001001	Image	image/tiff	219.643 KB	957	768	0x35DC52C6	RGB	24-bit depth	600 dpi	asu06420000780001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/22	22	44.jpg	/umphotos/image/44.jpg
Aerial view of the Coral  Gables campus				Written on verso: "11-36"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 1;  Folder No. 1;  Folder Title: Aerial View Main Campus.	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000640001001	Image	image/tiff	298.386 KB	952	768	0xE00B4690	RGB	24-bit depth	600 dpi	asu06420000640001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/23	23	30.jpg	/umphotos/image/30.jpg
Aerial view of the Coral Gables campus				Written on verso: "Mahoney - Pearson bldg left of photo.  Dorm area center of photo.  Merrick Bldg right of photo."		Aerial Photographs	1962-03	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 9;  Folder No. 4;  Folder Title: Main Campus: Aerial views (11 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000900001001	Image	image/tiff	333.197 KB	938	768	0x79D8724A	RGB	24-bit depth	600 dpi	asu06420000900001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/24	24	56.jpg	/umphotos/image/56.jpg
Aerial view of the Anastasia Building on the Coral Gables Campus				Written on verso: "Air View of Campus 1933"  NOTE: This picture is in pouch of Object ID#0624000088.		Aerial Photographs	1933	1930-1940	Coral Gables (Florida)	1 b&w photograph; 11.4 x 7 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 8;  Folder Title: Main Campus: Aerial Views 1920s (7 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000960001001	Image	image/tiff	257.056 KB	1023	610	0xEC4B4DC4	RGB	24-bit depth	600 dpi	asu06420000960001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/25	25	62.jpg	/umphotos/image/62.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Dormitory; 11-62"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000450001001	Image	image/tiff	260.858 KB	958	768	0xFCFA23AA	RGB	24-bit depth	600 dpi	asu06420000450001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/26	26	11.jpg	/umphotos/image/11.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Tower dorms right side of photo; library on far left; 11-51"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000760001001	Image	image/tiff	262.604 KB	959	768	0x25C70A12	RGB	24-bit depth	600 dpi	asu06420000760001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/27	27	42.jpg	/umphotos/image/42.jpg
Aerial view of the Coral Gables campus				Written on verso: "Richter Library center of photo.  Ashe Bldg to the right of Richter Library.  Merrick Bldg right center of photo"		Aerial Photographs	1962-03	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 9;  Folder No. 4;  Folder Title: Main Campus: Aerial views (11 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000910001001	Image	image/tiff	348.63 KB	943	768	0x28F1B3F7	RGB	24-bit depth	600 dpi	asu06420000910001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/28	28	57.jpg	/umphotos/image/57.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Tower bldg are dorm bldgs; center bldgs - Richter Library, Ashe Bldg, Memorial classroom Bldg; buildings on the right are computer-math bldg, science bldg, engineering bldg with yellow facade; wooden classroom bldg on the bottom photo 1940-1960s; 11-43"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000570001001	Image	image/tiff	309.411 KB	958	768	0xE9D8035D	RGB	24-bit depth	600 dpi	asu06420000570001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/29	29	23.jpg	/umphotos/image/23.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Round building with white roof is Ring Theatre; building with blue tile is Richter Library; buildings on left are computer & math bldg, science bldg, engineering bldg; buildings on far right are law school bldgs; 11-56"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000550001001	Image	image/tiff	316.167 KB	961	768	0xCAE6C08A	RGB	24-bit depth	600 dpi	asu06420000550001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/30	30	21.jpg	/umphotos/image/21.jpg
Aerial view of the Coral Gables campus				Written on verso: "Richter Library center of photo"		Aerial Photographs	1962-03	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 9;  Folder No. 4;  Folder Title: Main Campus: Aerial views (11 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000950001001	Image	image/tiff	388.451 KB	950	768	0xFF92A6D3	RGB	24-bit depth	600 dpi	asu06420000950001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/31	31	61.jpg	/umphotos/image/61.jpg
Architectural drawing for the Coral Gables Campus	Davis, Walter		Architect Robert Law Weed's proposed model of the Coral Gables campus.	Written on front: Aerial View University of Miami - Coral Gables, Fla		Architectural Drawings			Coral Gables (Florida)	1 b&w photograph; 25.3 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 10;  Folder No. 9;  Folder Title: Main Campus: Proposed Master Plot Plan	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000970001001	Image	image/tiff	311.613 KB	961	768	0x27A5A8B5	RGB	24-bit depth	600 dpi	asu06420000970001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/32	32	63.jpg	/umphotos/image/63.jpg
Aerial view of the Coral Gables campus						Aerial Photographs	1962-03	1960-1970	Coral Gables (Florida)	1 b&w photograph; 25.5 x 20.6 cm		University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 9;  Folder No. 4;  Folder Title: Main Campus: Aerial views (11 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000840001001	Image	image/tiff	366.326 KB	947	768	0xD0E6C20E	RGB	24-bit depth	600 dpi	asu06420000840001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/33	33	50.jpg	/umphotos/image/50.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Merrick Bldg center of photo; student center left of photo; blue tile bldg center of photo; 11-45"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000790001001	Image	image/tiff	249.875 KB	956	768	0x4D702F14	RGB	24-bit depth	600 dpi	asu06420000790001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/34	34	45.jpg	/umphotos/image/45.jpg
Aerial view of the Coral  Gables campus				Written on verso: "Tower dorm left of photo; 11-49"		Aerial Photographs			Coral Gables (Florida)	1 color photograph; 25.4 x 20.3 cm	eng	University of Miami. University Archives.	University of Miami Historical Photograph Collection	ASU0642	Series I: Buildings and Grounds	Box No. 8;  Folder No. 2;  Folder Title: Main Campus: Aerial views (1 of 18)	http://merrick.library.miami.edu/digitalprojects/copyright.html	© 2006 University of Miami. All rights reserved.	mem		EPSON Expression 10000 XL - Photo	EPSON Scan Version 2.02 A		asu06420000770001001	Image	image/tiff	222.892 KB	960	768	0xBADA8E2E	RGB	24-bit depth	600 dpi	asu06420000770001001.tif		2007-10-09	2011-02-08	http://merrick.library.miami.edu:80/cdm/ref/collection/umphotos/id/35	35	43.jpg	/umphotos/image/43.jpg
